coverage_ratio,crop_path,image_id,source_path,split,status
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000182.jpg,182,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134301_jpg.rf.4dae7faa1176c1d4653d8bc3a509a155.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000183.jpg,183,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154823_jpg.rf.3ede3f98bd72fa0c6c6888569c8eda2d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000184.jpg,184,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250312_123846_jpg.rf.929878883bc4da51cc8d6e1492bd63ec.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000185.jpg,185,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134959_jpg.rf.efd2b5c03f58115a1f61162a4c79f8de.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000186.jpg,186,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140620_jpg.rf.917279e8d2a46ae8d5467c5c9cdcd5a5.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000187.jpg,187,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153657_jpg.rf.19c7772198bd4a9cc053db20d14fd04f.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000188.jpg,188,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141350_jpg.rf.3986b9b00fd93e624508e0271413d6b5.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000189.jpg,189,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154644_jpg.rf.96fb1bc53c6bda080c27e757110d6aa2.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000190.jpg,190,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154410_jpg.rf.a6fc3e3ce894534cc27c127c37ea9da2.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000191.jpg,191,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154326_jpg.rf.d4d43bf2bc4dbc335248e984a20f91e3.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000192.jpg,192,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134936_jpg.rf.534d51fec083fe2235d13a30ae829a8a.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000193.jpg,193,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135715_jpg.rf.8ead143f5348a503f0792f436041ba2d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000194.jpg,194,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154150_jpg.rf.7989219cbb64a8ae29b222a32eadcbb7.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000195.jpg,195,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154843_jpg.rf.18ccd697c6cb2e003ba7efc5b529ea1a.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000196.jpg,196,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134545_jpg.rf.dd424c149d13ba38c2f8037fb3c75df5.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000197.jpg,197,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153238_jpg.rf.faddbfc27d4e9e6bb4d242e13d7b2254.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000198.jpg,198,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154137_jpg.rf.bebad889ec16efc1bcafa06f561561a9.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000199.jpg,199,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_134805_jpg.rf.bdf5e677b020ac2f6c6a9cb2600e08a8.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000200.jpg,200,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135719_jpg.rf.7e9c2a0345febfc8c5c9adc9d9010526.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000201.jpg,201,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154651_jpg.rf.e08dcfcf53c308177d0c676908151565.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000202.jpg,202,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135527_jpg.rf.1c2a7ea4f180fb4a8ab9755e31d5d750.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000203.jpg,203,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141341_jpg.rf.673c058c4d4f3f4bf9d1853d59fceb7d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000204.jpg,204,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154559_jpg.rf.023eb41598e827e530a1077bee2311ea.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000205.jpg,205,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134403_jpg.rf.117496e1492e8c8f71bd92b6fac38cc7.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000206.jpg,206,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135507_jpg.rf.15db90e45d9f4fbade0943154e980579.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000207.jpg,207,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_140029_jpg.rf.f63797ea69f2fe9cb502bd0a3d167309.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000208.jpg,208,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135650_jpg.rf.74716d3ab44833a20905b1b88ce5aabb.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000209.jpg,209,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140111_jpg.rf.1f3aa8971dff5a7e28980cf1c8135bb1.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000210.jpg,210,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153923_jpg.rf.6ca4c5d350da3f4a01a0aff4323dd228.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000211.jpg,211,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250312_123816_jpg.rf.52d27c9819816b353929453a69ab1f65.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000212.jpg,212,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153359_jpg.rf.3f977410eb544debc80b593b37b4eba3.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000213.jpg,213,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134142_jpg.rf.872831eb051aee2c8bccdb52edc65f5b.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000214.jpg,214,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140410_jpg.rf.0c61cabf401fc8358c6c2d99b0f4cac9.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000215.jpg,215,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_140016_jpg.rf.3ec896d79ac0905b08985eab0e7843a1.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000216.jpg,216,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_134751_jpg.rf.4312f2aedb03f522f7cf66c5960b2bc9.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000217.jpg,217,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135003_jpg.rf.7c39fbfe191bb8f0657b64a2a0371f05.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000218.jpg,218,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141504_jpg.rf.2b99efe68b374bd7727abd66de1952ce.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000219.jpg,219,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141008_jpg.rf.7a3423e0ccb22c050fe0506e853a09f4.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000220.jpg,220,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135817_jpg.rf.6655425ac5260707e17c01556656b51b.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000221.jpg,221,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153251_jpg.rf.628948db24c7fcb01fec85800f95e49c.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000222.jpg,222,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135710_jpg.rf.6e9702f4f5f33d5c5f29d4b3aca56f78.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000223.jpg,223,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135204_jpg.rf.cbac35e5af5624542b79e231319ed72d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000224.jpg,224,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140630_jpg.rf.fba5d0c1a07e7fc8dc036b08de94bd16.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000225.jpg,225,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134149_jpg.rf.32c7b5bb22a86673a2a2650970b09185.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000226.jpg,226,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135645_jpg.rf.34e593078f4543f60c2726941499a575.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000227.jpg,227,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_140226_jpg.rf.50740a67684f07883e87297e71c9019c.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000228.jpg,228,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134955_jpg.rf.5b189961c33fcddd6918effc418d9c51.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000229.jpg,229,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141511_jpg.rf.589da5830596d3c642ca592e0434d2fd.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000230.jpg,230,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141241_jpg.rf.bea192c0d9242fd1f0c861ef87aea76f.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000231.jpg,231,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141509_jpg.rf.18563100866374b012d375014a47a8c4.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000232.jpg,232,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140628_jpg.rf.1f019e81ab3bfe61345bd3380f0fb620.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000233.jpg,233,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134947_jpg.rf.f54d1c783d097d347429607adb7ae09d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000234.jpg,234,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154631_jpg.rf.469956aa26c858d65e18bd864534867d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000235.jpg,235,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154126_jpg.rf.4c5c3c52ad61b4c85581b4aa565dcb19.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000236.jpg,236,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140101_jpg.rf.620238aa85da2968adfa8cf5336a4892.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000237.jpg,237,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_134416_jpg.rf.411648e316a1b70a2b28afe541c7e29b.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000238.jpg,238,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_134919_jpg.rf.be1047f2f86099074645018ede2843ce.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000239.jpg,239,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154310_jpg.rf.301acd23c652e77e285ae01b8dcfc22d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000240.jpg,240,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154812_jpg.rf.aaf1dec50087b16355003bc4b3bcf1d5.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000241.jpg,241,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_140032_jpg.rf.245b036f92d00b45eb5fb37e5d089c1e.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000242.jpg,242,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141032_jpg.rf.ad86d14194d3e6c0f1d8d686419f30e2.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000243.jpg,243,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140332_jpg.rf.7db67718e9ba29f8f338a93a0409f1eb.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000244.jpg,244,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140053_jpg.rf.ca00ed562997292cfdd2539103d7a78a.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000245.jpg,245,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153635_jpg.rf.63488fc56ca59faf3023414062db0c6e.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000246.jpg,246,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140116_jpg.rf.4ab4dbb036f53af6dba7e7c894835e5f.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000247.jpg,247,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135201_jpg.rf.eb7459cdad86e3e39592f9213ecb9a6d.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000248.jpg,248,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154837_jpg.rf.5adca6757c82cd63afa436e79f851702.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000249.jpg,249,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_135700_jpg.rf.9e54524715ea50b6f522c61905980707.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000250.jpg,250,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153147_jpg.rf.99f7c7fd0c4f03fad559b119bdf0154b.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000251.jpg,251,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_141245_jpg.rf.fd925cce3b03fd91263bb66e84750e15.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000252.jpg,252,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153136_jpg.rf.96c370ed063be466041b18aa90f6328a.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000253.jpg,253,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_134451_jpg.rf.bb81b31bc352b2208825f0f340f0d92e.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000254.jpg,254,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250211_160502_jpg.rf.e169ae2964332c7ffb6f1c5b7bc650d1.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000255.jpg,255,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154124_jpg.rf.fd89ce99ec45ff618e466047304c753c.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000256.jpg,256,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_154407_jpg.rf.7d0287e3935a464690bd7cec36beb4cc.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000257.jpg,257,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_140105_jpg.rf.583379204febfd06e697f12484e0fa21.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000258.jpg,258,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\IMG_0079_JPEG.rf.0c771dbd5e27250414a0065aaaf8a07a.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000259.jpg,259,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134409_jpg.rf.4f6e791bbe6dd3d7e0ee47bea510e52c.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000260.jpg,260,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250324_134418_jpg.rf.bb9745114782a8704671d773e82f511c.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000261.jpg,261,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153723_jpg.rf.6d3c0517e215a0c5077c6f768cf66869.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000262.jpg,262,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_140003_jpg.rf.873ee4cf285966654ae06b664cd051a6.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000263.jpg,263,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250224_134859_jpg.rf.2589b860de43b645610b6202c679d7de.jpg,train,ok
1.0,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\vit-tcc-qlora-hidrometro\data\crops\train\000264.jpg,264,C:\Users\Niccolas\Downloads\TrabalhoDetecaoObjetos\mask-rcnn\dataset-hidrometro\train\20250127_153707_jpg.rf.8429e1676ca31e0d8bf3e0864d4b4486.jpg,train,ok
